user,destination,review,sentiment,helpful_count,verified_traveler
user087,Delhi,Expected better accommodation considering the hype.,negative,64,False
user087,Darjeeling,Disappointing hospitality. The culture was not up to the mark.,negative,64,True
user088,Darjeeling,Fantastic experience at Darjeeling. The accommodation exceeded expectations.,positive,93,True
user088,Agra,Fantastic experience at Agra. The attractions exceeded expectations.,positive,72,True
user088,Hampi,Amazing food! The facilities was absolutely wonderful. Highly recommend for adventure seekers.,positive,6,False
user088,Udaipur,Fantastic experience at Udaipur. The accommodation exceeded expectations.,positive,84,False
user088,Goa,Outstanding Goa visit. scenery was incredible.,positive,1,True
user089,Hampi,Average experience. cleanliness could be better.,neutral,48,True
user089,Ooty,Standard Ooty visit. service was acceptable.,neutral,73,True
user089,Shimla,Outstanding Shimla visit. attractions was incredible.,positive,18,False
user089,Kerala,Beautiful service and excellent attractions. Perfect for couples.,positive,6,True
user089,Rishikesh,Amazing scenery! The ambiance was absolutely wonderful. Highly recommend for couples.,positive,50,True
user089,Goa,Outstanding Goa visit. food was incredible.,positive,26,True
user089,Leh-Ladakh,Fantastic experience at Leh-Ladakh. The cleanliness exceeded expectations.,positive,71,False
user089,Jaipur,Outstanding Jaipur visit. accommodation was incredible.,positive,33,True
user090,Delhi,Average experience. accommodation could be better.,neutral,95,False
user090,Ooty,Beautiful culture and excellent cleanliness. Perfect for solo travelers.,positive,91,False
user090,Goa,Expected better scenery considering the hype.,negative,43,True
user090,Agra,Outstanding Agra visit. cleanliness was incredible.,positive,42,True
user090,Manali,Outstanding Manali visit. accommodation was incredible.,positive,34,True
user090,Jaipur,Expected better attractions considering the hype.,negative,94,True
user090,Udaipur,Standard Udaipur visit. facilities was acceptable.,neutral,20,True
user090,Shimla,Disappointing food. The facilities was not up to the mark.,negative,27,False
user090,Rishikesh,Amazing hospitality! The culture was absolutely wonderful. Highly recommend for adventure seekers.,positive,28,True
user091,Ooty,Fantastic experience at Ooty. The hospitality exceeded expectations.,positive,25,True
user091,Jaipur,Overrated destination. attractions needs improvement.,negative,87,True
user091,Mumbai,Average experience. food could be better.,neutral,18,True
user091,Udaipur,Expected better scenery considering the hype.,negative,97,True
user091,Shimla,Fantastic experience at Shimla. The scenery exceeded expectations.,positive,98,True
user091,Hampi,Overrated destination. cleanliness needs improvement.,negative,75,False
user091,Darjeeling,Fantastic experience at Darjeeling. The scenery exceeded expectations.,positive,53,True
user091,Rishikesh,Standard Rishikesh visit. service was acceptable.,neutral,0,True
user092,Leh-Ladakh,Disappointing hospitality. The views was not up to the mark.,negative,63,True
user092,Jaipur,Outstanding Jaipur visit. cleanliness was incredible.,positive,21,True
user092,Manali,Average experience. food could be better.,neutral,48,True
user092,Mumbai,Outstanding Mumbai visit. accommodation was incredible.,positive,44,True
user092,Rishikesh,Amazing accommodation! The activities was absolutely wonderful. Highly recommend for solo travelers.,positive,11,True
user092,Hampi,Fantastic experience at Hampi. The food exceeded expectations.,positive,78,True
user092,Ooty,Outstanding Ooty visit. scenery was incredible.,positive,23,True
user092,Delhi,Fantastic experience at Delhi. The accommodation exceeded expectations.,positive,41,True
user092,Darjeeling,Fantastic experience at Darjeeling. The scenery exceeded expectations.,positive,52,True
user093,Varanasi,Poor activities and crowded scenery. Not recommended for adventure seekers.,negative,31,False
user093,Jaipur,Decent attractions. The culture was okay but nothing special.,neutral,69,False
user093,Leh-Ladakh,Outstanding Leh-Ladakh visit. food was incredible.,positive,22,True
user093,Hampi,Disappointing food. The activities was not up to the mark.,negative,0,False
user093,Delhi,Beautiful service and excellent scenery. Perfect for families.,positive,28,True
user093,Goa,Average experience. hospitality could be better.,neutral,98,True
user093,Darjeeling,Beautiful culture and excellent scenery. Perfect for adventure seekers.,positive,51,False
user093,Udaipur,Outstanding Udaipur visit. hospitality was incredible.,positive,33,True
user093,Mumbai,Poor activities and crowded scenery. Not recommended for couples.,negative,85,True
user093,Manali,Outstanding Manali visit. food was incredible.,positive,78,True
user093,Kerala,Expected better scenery considering the hype.,negative,99,True
user094,Darjeeling,Beautiful views and excellent scenery. Perfect for families.,positive,90,True
user094,Rishikesh,Outstanding Rishikesh visit. cleanliness was incredible.,positive,34,False
user094,Agra,Amazing cleanliness! The ambiance was absolutely wonderful. Highly recommend for adventure seekers.,positive,79,False
user094,Shimla,Beautiful ambiance and excellent food. Perfect for adventure seekers.,positive,25,True
user094,Leh-Ladakh,Average experience. scenery could be better.,neutral,36,True
user094,Kerala,Decent hospitality. The ambiance was okay but nothing special.,neutral,16,False
user094,Udaipur,Amazing scenery! The activities was absolutely wonderful. Highly recommend for couples.,positive,25,True
user094,Ooty,Fantastic experience at Ooty. The hospitality exceeded expectations.,positive,91,True
user095,Leh-Ladakh,Overrated destination. attractions needs improvement.,negative,91,True
user095,Manali,Standard Manali visit. ambiance was acceptable.,neutral,4,True
user095,Jaipur,Outstanding Jaipur visit. attractions was incredible.,positive,0,True
user095,Varanasi,Decent hospitality. The culture was okay but nothing special.,neutral,14,True
user095,Agra,Beautiful ambiance and excellent food. Perfect for solo travelers.,positive,75,True
user095,Kerala,Disappointing scenery. The ambiance was not up to the mark.,negative,44,True
user095,Rishikesh,Standard Rishikesh visit. views was acceptable.,neutral,14,True
user095,Mumbai,Outstanding Mumbai visit. hospitality was incredible.,positive,51,True
user095,Ooty,Fantastic experience at Ooty. The hospitality exceeded expectations.,positive,30,True
user095,Hampi,Standard Hampi visit. facilities was acceptable.,neutral,17,True
user096,Mumbai,Outstanding Mumbai visit. attractions was incredible.,positive,92,False
user096,Manali,Beautiful service and excellent hospitality. Perfect for families.,positive,92,True
user096,Leh-Ladakh,Poor views and crowded hospitality. Not recommended for adventure seekers.,negative,96,True
user096,Kerala,Amazing scenery! The culture was absolutely wonderful. Highly recommend for adventure seekers.,positive,27,False
user096,Shimla,Average experience. hospitality could be better.,neutral,92,True
user096,Varanasi,Disappointing scenery. The facilities was not up to the mark.,negative,85,True
user096,Udaipur,Poor activities and crowded accommodation. Not recommended for families.,negative,12,True
user096,Darjeeling,Fantastic experience at Darjeeling. The scenery exceeded expectations.,positive,94,True
user096,Agra,Expected better food considering the hype.,negative,76,True
user096,Rishikesh,Poor ambiance and crowded food. Not recommended for couples.,negative,69,True
user096,Delhi,Outstanding Delhi visit. attractions was incredible.,positive,35,True
user096,Hampi,Average experience. hospitality could be better.,neutral,75,False
user097,Jaipur,Disappointing accommodation. The facilities was not up to the mark.,negative,94,False
user097,Manali,Average experience. hospitality could be better.,neutral,47,True
user097,Mumbai,Average experience. scenery could be better.,neutral,85,True
user097,Varanasi,Expected better food considering the hype.,negative,69,True
user097,Agra,Fantastic experience at Agra. The food exceeded expectations.,positive,77,True
user097,Hampi,Overrated destination. accommodation needs improvement.,negative,9,True
user097,Kerala,Beautiful ambiance and excellent scenery. Perfect for families.,positive,99,True
user097,Goa,Fantastic experience at Goa. The food exceeded expectations.,positive,10,False
user097,Shimla,Amazing hospitality! The activities was absolutely wonderful. Highly recommend for families.,positive,30,False
user097,Ooty,Disappointing cleanliness. The service was not up to the mark.,negative,50,True
user097,Leh-Ladakh,Amazing accommodation! The culture was absolutely wonderful. Highly recommend for families.,positive,30,False
user097,Udaipur,Fantastic experience at Udaipur. The accommodation exceeded expectations.,positive,26,False
user098,Ooty,Overrated destination. hospitality needs improvement.,negative,1,True
user098,Goa,Average experience. hospitality could be better.,neutral,64,True
user098,Jaipur,Overrated destination. hospitality needs improvement.,negative,66,True
user098,Manali,Beautiful ambiance and excellent attractions. Perfect for solo travelers.,positive,57,False
user098,Udaipur,Overrated destination. hospitality needs improvement.,negative,92,False
user098,Darjeeling,Beautiful facilities and excellent scenery. Perfect for solo travelers.,positive,2,False
user098,Shimla,Beautiful culture and excellent hospitality. Perfect for couples.,positive,73,True
user098,Varanasi,Beautiful views and excellent scenery. Perfect for couples.,positive,2,False
user098,Leh-Ladakh,Amazing hospitality! The culture was absolutely wonderful. Highly recommend for solo travelers.,positive,58,True
user099,Darjeeling,Outstanding Darjeeling visit. attractions was incredible.,positive,52,True
user099,Leh-Ladakh,Amazing attractions! The culture was absolutely wonderful. Highly recommend for adventure seekers.,positive,54,True
user099,Hampi,Expected better cleanliness considering the hype.,negative,88,True
user099,Shimla,Expected better accommodation considering the hype.,negative,71,False
user099,Udaipur,Beautiful facilities and excellent accommodation. Perfect for families.,positive,19,False
user099,Jaipur,Amazing cleanliness! The service was absolutely wonderful. Highly recommend for couples.,positive,63,True
user099,Delhi,Average experience. attractions could be better.,neutral,13,True
user099,Rishikesh,Outstanding Rishikesh visit. accommodation was incredible.,positive,10,True
user100,Mumbai,Fantastic experience at Mumbai. The scenery exceeded expectations.,positive,59,False
user100,Ooty,Average experience. hospitality could be better.,neutral,2,False
user100,Agra,Standard Agra visit. activities was acceptable.,neutral,47,True
user100,Delhi,Expected better scenery considering the hype.,negative,88,True
user100,Goa,Standard Goa visit. service was acceptable.,neutral,34,True
user100,Manali,Overrated destination. food needs improvement.,negative,91,True
user100,Kerala,Amazing cleanliness! The ambiance was absolutely wonderful. Highly recommend for families.,positive,12,True
user100,Jaipur,Standard Jaipur visit. facilities was acceptable.,neutral,43,True
user100,Varanasi,Beautiful views and excellent cleanliness. Perfect for families.,positive,15,False
user100,Hampi,Outstanding Hampi visit. hospitality was incredible.,positive,3,False
user100,Shimla,Beautiful culture and excellent attractions. Perfect for couples.,positive,84,True
